date,geoId/4159000 Count_HousingUnit_WithRent_100To149USDollar,geoId/4159000 Count_HousingUnit_WithRent_Upto100USDollar
2011,0.00481210107228139,0.0022335412524174
2012,0.004612719979179941,0.0020371350880814135
2013,0.004718603646113546,0.002831162187668128
2014,0.004329825771951009,0.00314818009315163
2015,0.002788287476728524,0.003268730857334054
2016,0.0028745191364500967,0.002985405631327994
2017,0.00315747705763662,0.0030308402772501247
2018,0.0029093073038490465,0.002793596217900505
2019,0.002324363255418058,0.002324363255418058
